"country"	"wealth"	"math_score"	"population"	"weight"	"country_mean"	"average_wealth"
"Latvia"	-2	454.531889411765	2013385	0.000889910330828447	495.53846758941	-0.479471563981043
"Latvia"	2	526.081427333333	2013385	0.000889910330828447	495.53846758941	-0.479471563981043
"Liechtenstein"	1	548.591126534653	36925	1.63207429109884e-05	538.88660778157	0.541393728222996
"Liechtenstein"	0	547.936638787879	36925	1.63207429109884e-05	538.88660778157	0.541393728222996
"Lithuania"	1	494.953107895717	2956121	0.0013065969087278	479.24011379385	-0.364494894633934
"Lithuania"	0	487.854371162791	2956121	0.0013065969087278	479.24011379385	-0.364494894633934
"Lithuania"	-1	470.400108709056	2956121	0.0013065969087278	479.24011379385	-0.364494894633934
"Lithuania"	-2	432.356624754717	2956121	0.0013065969087278	479.24011379385	-0.364494894633934
"Luxembourg"	1	504.474849322176	543202	0.000240093708618408	490.483789239254	0.271316392816202
"Luxembourg"	0	492.013019938838	543202	0.000240093708618408	490.483789239254	0.271316392816202
"Luxembourg"	-1	469.527026265356	543202	0.000240093708618408	490.483789239254	0.271316392816202
"Luxembourg"	2	493.335568405797	543202	0.000240093708618408	490.483789239254	0.271316392816202
"Luxembourg"	3	495.250742322581	543202	0.000240093708618408	490.483789239254	0.271316392816202
"Macao-China"	1	539.306259656357	556783	0.000246096471231113	538.319791463918	-0.529010534236268
"Macao-China"	0	543.064862812106	556783	0.000246096471231113	538.319791463918	-0.529010534236268
"Macao-China"	-1	539.554509389458	556783	0.000246096471231113	538.319791463918	-0.529010534236268
"Macao-China"	-2	529.071497793765	556783	0.000246096471231113	538.319791463918	-0.529010534236268
"Malaysia"	-3	383.491557542998	29239927	0.0129239629330553	421.965697944968	-1.02899420849421
"Malaysia"	1	476.115036600791	29239927	0.0129239629330553	421.965697944968	-1.02899420849421
"Malaysia"	0	453.218883527482	29239927	0.0129239629330553	421.965697944968	-1.02899420849421
"Malaysia"	-1	417.849241813445	29239927	0.0129239629330553	421.965697944968	-1.02899420849421
"Malaysia"	-2	397.688134328358	29239927	0.0129239629330553	421.965697944968	-1.02899420849421
"Massachusetts (USA)"	1	524.5987928	6745408	0	506.485719129425	0.513071553228621
"Massachusetts (USA)"	0	493.082762262895	6745408	0	506.485719129425	0.513071553228621
"Massachusetts (USA)"	-1	452.238861556886	6745408	0	506.485719129425	0.513071553228621
"Massachusetts (USA)"	2	535.68191	6745408	0	506.485719129425	0.513071553228621
"Mexico"	-3	397.570462742074	120847477	0.0534142343550057	418.600009092469	-1.3265888073504
"Mexico"	1	455.921325098259	120847477	0.0534142343550057	418.600009092469	-1.3265888073504
"Mexico"	0	438.531946186186	120847477	0.0534142343550057	418.600009092469	-1.3265888073504
"Mexico"	-1	421.53545944184	120847477	0.0534142343550057	418.600009092469	-1.3265888073504
"Mexico"	-2	409.396076584515	120847477	0.0534142343550057	418.600009092469	-1.3265888073504
"Mexico"	2	459.104518381743	120847477	0.0534142343550057	418.600009092469	-1.3265888073504
"Mexico"	-4	384.50905038835	120847477	0.0534142343550057	418.600009092469	-1.3265888073504
"Mexico"	3	465.751442075472	120847477	0.0534142343550057	418.600009092469	-1.3265888073504
"Mexico"	-5	377.607545525847	120847477	0.0534142343550057	418.600009092469	-1.3265888073504
"Montenegro"	1	416.844184063325	621081	0.000274516000755575	406.728295851602	-0.444644226672348
"Montenegro"	0	414.394504438976	621081	0.000274516000755575	406.728295851602	-0.444644226672348
"Montenegro"	-1	401.951307076923	621081	0.000274516000755575	406.728295851602	-0.444644226672348
"Montenegro"	-2	388.113328565121	621081	0.000274516000755575	406.728295851602	-0.444644226672348
"Netherlands"	1	527.030238208049	16754962	0.00740564461165552	518.539795995516	0.229815950920245
"Netherlands"	0	520.016306950192	16754962	0.00740564461165552	518.539795995516	0.229815950920245
"Netherlands"	-1	490.672117459459	16754962	0.00740564461165552	518.539795995516	0.229815950920245
"New Zealand"	1	514.954961640736	4433000	0.00195937314351826	500.83229025402	0.176024638711206
"New Zealand"	0	504.400246532206	4433000	0.00195937314351826	500.83229025402	0.176024638711206
"New Zealand"	-1	479.178552459016	4433000	0.00195937314351826	500.83229025402	0.176024638711206
"New Zealand"	2	523.027740361446	4433000	0.00195937314351826	500.83229025402	0.176024638711206
"Norway"	1	491.823721599334	5018573	0.00221819471125329	489.347681498079	0.693210171701804
"Norway"	0	496.296582082153	5018573	0.00221819471125329	489.347681498079	0.693210171701804
"Norway"	-1	485.101880068965	5018573	0.00221819471125329	489.347681498079	0.693210171701804
"Norway"	2	476.82389884058	5018573	0.00221819471125329	489.347681498079	0.693210171701804
"Norway"	3	460.194641212121	5018573	0.00221819471125329	489.347681498079	0.693210171701804
"Perm(Russian Federation)"	0	495.381260425532	2635276	0	485.844971527541	-0.835561253561254
"Perm(Russian Federation)"	-1	484.05076026936	2635276	0	485.844971527541	-0.835561253561254
"Perm(Russian Federation)"	-2	473.404241272727	2635276	0	485.844971527541	-0.835561253561254
"Peru"	-3	330.596963252595	29987800	0.0132545206300918	367.859676112676	-1.75203709893048
"Peru"	1	452.872212653061	29987800	0.0132545206300918	367.859676112676	-1.75203709893048
"Peru"	0	424.516759717425	29987800	0.0132545206300918	367.859676112676	-1.75203709893048
"Peru"	-1	388.951073035382	29987800	0.0132545206300918	367.859676112676	-1.75203709893048
"Peru"	-2	354.064889501526	29987800	0.0132545206300918	367.859676112676	-1.75203709893048
"Peru"	-4	315.993057245283	29987800	0.0132545206300918	367.859676112676	-1.75203709893048
"Peru"	-5	314.450708080808	29987800	0.0132545206300918	367.859676112676	-1.75203709893048
"Poland"	1	543.887756793103	38535873	0.0170327441051726	520.522589377035	-0.176304774362328
"Poland"	0	528.177974056378	38535873	0.0170327441051726	520.522589377035	-0.176304774362328
"Poland"	-1	503.566880690979	38535873	0.0170327441051726	520.522589377035	-0.176304774362328
"Poland"	-2	482.003755308642	38535873	0.0170327441051726	520.522589377035	-0.176304774362328
"Poland"	2	537.670402857143	38535873	0.0170327441051726	520.522589377035	-0.176304774362328
"Portugal"	1	511.31815049505	10514844	0.00464753055309814	485.133390454387	0.236051045728465
"Portugal"	0	479.429245092667	10514844	0.00464753055309814	485.133390454387	0.236051045728465
"Portugal"	-1	450.93286059293	10514844	0.00464753055309814	485.133390454387	0.236051045728465
"Portugal"	-2	422.252585901639	10514844	0.00464753055309814	485.133390454387	0.236051045728465
"Portugal"	2	531.246953629032	10514844	0.00464753055309814	485.133390454387	0.236051045728465
"Portugal"	3	503.767009130435	10514844	0.00464753055309814	485.133390454387	0.236051045728465
"Qatar"	1	386.374728493151	2050514	0.000906321241147799	376.339231973372	0.843553563001416
"Qatar"	0	401.026672191988	2050514	0.000906321241147799	376.339231973372	0.843553563001416
"Qatar"	-1	386.761580895753	2050514	0.000906321241147799	376.339231973372	0.843553563001416
"Qatar"	-2	363.615476742081	2050514	0.000906321241147799	376.339231973372	0.843553563001416
"Qatar"	2	362.338911555556	2050514	0.000906321241147799	376.339231973372	0.843553563001416
"Qatar"	3	348.696436171875	2050514	0.000906321241147799	376.339231973372	0.843553563001416
"Romania"	-3	398.816880888889	20076727	0.00887385510795124	445.089009594009	-0.920084913112164
"Romania"	1	485.010159784173	20076727	0.00887385510795124	445.089009594009	-0.920084913112164
"Romania"	0	465.107304254682	20076727	0.00887385510795124	445.089009594009	-0.920084913112164
"Romania"	-1	443.466086719603	20076727	0.00887385510795124	445.089009594009	-0.920084913112164
"Romania"	-2	424.38237466902	20076727	0.00887385510795124	445.089009594009	-0.920084913112164
"Russian Federation"	1	497.740834047619	143178000	0.0632842607585511	482.965169183712	-0.719343725943033
"Russian Federation"	0	490.774552008479	143178000	0.0632842607585511	482.965169183712	-0.719343725943033
"Russian Federation"	-1	481.850888329863	143178000	0.0632842607585511	482.965169183712	-0.719343725943033
"Russian Federation"	-2	462.30339993007	143178000	0.0632842607585511	482.965169183712	-0.719343725943033
"Serbia"	1	461.335555301724	7199077	0.00318197115540717	447.457095153715	-0.499844391614437
"Serbia"	0	454.809918235943	7199077	0.00318197115540717	447.457095153715	-0.499844391614437
"Serbia"	-1	444.332486205016	7199077	0.00318197115540717	447.457095153715	-0.499844391614437
"Serbia"	-2	427.311561336406	7199077	0.00318197115540717	447.457095153715	-0.499844391614437
"Singapore"	1	601.314364657534	5312400	0.00234806539310318	568.546974013704	-0.38652496382055
"Singapore"	0	576.740500811881	5312400	0.00234806539310318	568.546974013704	-0.38652496382055
"Singapore"	-1	559.11734717844	5312400	0.00234806539310318	568.546974013704	-0.38652496382055
"Singapore"	-2	518.370478362989	5312400	0.00234806539310318	568.546974013704	-0.38652496382055
"Slovak Republic"	1	507.416513584906	5407579	0.00239013423506729	485.668478430953	-0.393878827080638
"Slovak Republic"	0	502.565789468798	5407579	0.00239013423506729	485.668478430953	-0.393878827080638
"Slovak Republic"	-1	478.813868264209	5407579	0.00239013423506729	485.668478430953	-0.393878827080638
"Slovak Republic"	-2	402.386804836066	5407579	0.00239013423506729	485.668478430953	-0.393878827080638
"Slovenia"	1	492.164548580184	2057159	0.000909258311876127	484.527252251734	0.236315250767656
"Slovenia"	0	487.152312063492	2057159	0.000909258311876127	484.527252251734	0.236315250767656
"Slovenia"	-1	469.543410542373	2057159	0.000909258311876127	484.527252251734	0.236315250767656
"Slovenia"	2	487.399854672131	2057159	0.000909258311876127	484.527252251734	0.236315250767656
"Slovenia"	3	485.880111546392	2057159	0.000909258311876127	484.527252251734	0.236315250767656
"Spain"	1	503.581951068947	46761264	0.0206683430720882	495.437849883459	-0.0178642865681157
"Spain"	0	500.70126591522	46761264	0.0206683430720882	495.437849883459	-0.0178642865681157
"Spain"	-1	485.589171043864	46761264	0.0206683430720882	495.437849883459	-0.0178642865681157
"Spain"	-2	443.038338186398	46761264	0.0206683430720882	495.437849883459	-0.0178642865681157
"Spain"	2	506.146351988555	46761264	0.0206683430720882	495.437849883459	-0.0178642865681157
"Spain"	3	487.88284704	46761264	0.0206683430720882	495.437849883459	-0.0178642865681157
"Sweden"	1	487.418449411765	9519374	0.00420753570013669	479.237015650338	0.400378331900258
"Sweden"	0	485.812311483088	9519374	0.00420753570013669	479.237015650338	0.400378331900258
"Sweden"	-1	452.078143982301	9519374	0.00420753570013669	479.237015650338	0.400378331900258
"Sweden"	2	480.20032255102	9519374	0.00420753570013669	479.237015650338	0.400378331900258
"Switzerland"	1	526.469042752486	7996861	0.00353458936969288	520.968090006234	0.0578923766816144
"Switzerland"	0	528.201995895581	7996861	0.00353458936969288	520.968090006234	0.0578923766816144
"Switzerland"	-1	502.73106432247	7996861	0.00353458936969288	520.968090006234	0.0578923766816144
"Switzerland"	-2	447.177909	7996861	0.00353458936969288	520.968090006234	0.0578923766816144
"Switzerland"	2	517.313727652733	7996861	0.00353458936969288	520.968090006234	0.0578923766816144
"Switzerland"	3	512.36672304	7996861	0.00353458936969288	520.968090006234	0.0578923766816144
"Thailand"	-3	406.090075229358	66785001	0.0295187767537198	441.416004504995	-1.06041976056978
"Thailand"	1	521.753778272727	66785001	0.0295187767537198	441.416004504995	-1.06041976056978
"Thailand"	0	476.606078119543	66785001	0.0295187767537198	441.416004504995	-1.06041976056978
"Thailand"	-1	430.043287465241	66785001	0.0295187767537198	441.416004504995	-1.06041976056978
"Thailand"	-2	414.765057278415	66785001	0.0295187767537198	441.416004504995	-1.06041976056978
"Thailand"	2	517.037065210084	66785001	0.0295187767537198	441.416004504995	-1.06041976056978
"Thailand"	-4	398.519442222222	66785001	0.0295187767537198	441.416004504995	-1.06041976056978
"Tunisia"	-3	364.748567829181	10777500	0.00476362374334943	387.434260117994	-1.73793024323084
"Tunisia"	1	443.932825753425	10777500	0.00476362374334943	387.434260117994	-1.73793024323084
"Tunisia"	0	422.763556423611	10777500	0.00476362374334943	387.434260117994	-1.73793024323084
"Tunisia"	-1	401.399246270627	10777500	0.00476362374334943	387.434260117994	-1.73793024323084
"Tunisia"	-2	378.277738801444	10777500	0.00476362374334943	387.434260117994	-1.73793024323084
"Tunisia"	-4	349.760182424242	10777500	0.00476362374334943	387.434260117994	-1.73793024323084
"Tunisia"	-5	343.645678550725	10777500	0.00476362374334943	387.434260117994	-1.73793024323084
"Turkey"	-3	409.416886425703	73997128	0.0327065159712797	449.371290882838	-1.5432502596054
"Turkey"	0	495.902993759398	73997128	0.0327065159712797	449.371290882838	-1.5432502596054
"Turkey"	-1	464.992734881188	73997128	0.0327065159712797	449.371290882838	-1.5432502596054
"Turkey"	-2	432.62954002623	73997128	0.0327065159712797	449.371290882838	-1.5432502596054
"Turkey"	-4	388.040573587786	73997128	0.0327065159712797	449.371290882838	-1.5432502596054
"Turkey"	-5	367.606641702128	73997128	0.0327065159712797	449.371290882838	-1.5432502596054
"United Arab Emirates"	-3	361.486733777778	9205651	0.00406887104398872	431.362653193043	0.577769695907458
"United Arab Emirates"	1	434.503591728899	9205651	0.00406887104398872	431.362653193043	0.577769695907458
"United Arab Emirates"	0	441.660584048377	9205651	0.00406887104398872	431.362653193043	0.577769695907458
"United Arab Emirates"	-1	433.759762849924	9205651	0.00406887104398872	431.362653193043	0.577769695907458
"United Arab Emirates"	-2	402.924850927487	9205651	0.00406887104398872	431.362653193043	0.577769695907458
"United Arab Emirates"	2	425.585101661538	9205651	0.00406887104398872	431.362653193043	0.577769695907458
"United Arab Emirates"	3	418.461272385082	9205651	0.00406887104398872	431.362653193043	0.577769695907458
"United Kingdom"	1	499.183958719255	63695687	0.0281533089252752	489.724626280117	0.32740746649649
"United Kingdom"	0	485.273511603573	63695687	0.0281533089252752	489.724626280117	0.32740746649649
"United Kingdom"	-1	481.051535166976	63695687	0.0281533089252752	489.724626280117	0.32740746649649
"United Kingdom"	-2	443.229538787879	63695687	0.0281533089252752	489.724626280117	0.32740746649649
"United Kingdom"	2	502.077866291834	63695687	0.0281533089252752	489.724626280117	0.32740746649649
"United Kingdom"	3	502.860555360502	63695687	0.0281533089252752	489.724626280117	0.32740746649649
"United States of America"	1	495.18251626889	284480388	0.125739506452708	481.694401378064	0.536442463533225
"United States of America"	0	470.065743640662	284480388	0.125739506452708	481.694401378064	0.536442463533225
"United States of America"	-1	444.230351586998	284480388	0.125739506452708	481.694401378064	0.536442463533225
"United States of America"	-2	431.544554712644	284480388	0.125739506452708	481.694401378064	0.536442463533225
"United States of America"	2	513.932232860125	284480388	0.125739506452708	481.694401378064	0.536442463533225
"United States of America"	3	507.412776347826	284480388	0.125739506452708	481.694401378064	0.536442463533225
"Uruguay"	-3	347.987602702703	3395253	0.00150069197916756	410.995088161806	-0.723930131004367
"Uruguay"	1	471.394576604938	3395253	0.00150069197916756	410.995088161806	-0.723930131004367
"Uruguay"	0	433.564199382369	3395253	0.00150069197916756	410.995088161806	-0.723930131004367
"Uruguay"	-1	396.979706009808	3395253	0.00150069197916756	410.995088161806	-0.723930131004367
"Uruguay"	-2	376.962801580311	3395253	0.00150069197916756	410.995088161806	-0.723930131004367
"Vietnam"	-3	489.247159312039	88772900	0.0392373643429352	510.724235156282	-2.13778136345301
"Vietnam"	1	550.528535853659	88772900	0.0392373643429352	510.724235156282	-2.13778136345301
"Vietnam"	0	562.397323021583	88772900	0.0392373643429352	510.724235156282	-2.13778136345301
"Vietnam"	-1	539.725535535098	88772900	0.0392373643429352	510.724235156282	-2.13778136345301
"Vietnam"	-2	509.590867436297	88772900	0.0392373643429352	510.724235156282	-2.13778136345301
"Vietnam"	-4	486.692785606469	88772900	0.0392373643429352	510.724235156282	-2.13778136345301
"Vietnam"	-5	481.549984903226	88772900	0.0392373643429352	510.724235156282	-2.13778136345301
"Mean"	1	497.508043198348	1920770593	0.837124251612133	459.761592085859	-0.337009968786293
"Mean"	0	478.325734461561	2294486857	1	459.761592085859	-0.337009968786293
"Mean"	-1	455.236608064789	2294449932	0.999983907077137	459.761592085859	-0.337009968786293
"Mean"	-2	428.520236362797	2075342179	0.904490767802206	459.761592085859	-0.337009968786293
"Mean"	2	493.925060971288	1255721358	0.547277642567033	459.761592085859	-0.337009968786293
